Четвер,четвер
25,25
і,і
дати,дати
можливість,можливість
охороні,охорона
здоров,здоров
’я,’я
розвиватися,розвиватися
Хочу,хотіти
нагадати,нагадати
що,що
в,в
даному,даний
проекті,проект
бюджет,бюджет
у,у
замість,замість
запла-,запла-
нованих,нований
5,5
відсотків,відсоток
внутрішнього,внутрішній
валового,валовий
продук,продук
ту,той
що,що
становить,становити
195,195
мільярдів,мільярд
планується,планується
виділити,виділит
лише,лише
90,90
мільярдів,мільярд
Це,це
означає,означати
що,що
всі,весь
зміни,зміна
в,в
охороні,охорона
здоров,здоров
’я,’я
будуть,бути
повністю,повністю
провалені,провалені
Галузь,галузь
зали,зала
шаємо,шаємо
на,на
виживання,виживання
Прошу,прош
підтримати,підтримати
мою,мій
поправку,поправка
Дякую,дякувати
ГОЛОВУЮЧА,головік
Дякую,дякувати
Ставиться,ставиться
на,на
голосуванн,голосуванн
я,я
поправ,поправ
ка,ка
150,150
Прошу,прош
визначатися,визначатися
За,за
73,73
Поправку,поправка
відхил,відхил
ено,ено
У,у
представника,представника
комітету,комітет
буде,бути
можливість,можливість
підсумувати,підсумуват
обгово,обгово
рення,рення
буквально,буквально
через,через
кілька,кілька
хвилин,хвилина
Слово,слово
надається,надаватися
народному,народна
депутату,депутат
Галасюку,галасюк
Будь,бути
ласка,ласка
64,64
ГАЛАСЮК,галаско
В,в
В,в
Шановні,шановний
колеги,колега
Розвито,розвито
к,к
науки,наука
необхідно,необхідно
фінансувати,фінансуват
П,П.
ропонуємо,ропонуємо
той,той
прибуток,прибуток
який,який
отримують,отримувати
державні,державний
унітарні,унітарні
підприємства,підприємство
підвідомчі,підвідомчі
національні,національний
академії,академія
наук,наука
не,не
заби,заби
рати,рати
в,в
державу,держава
а,а
спрямовува,спрямовува
ти,ти
на,на
цільове,цільове
фінансування,фінансування
інновації,інновація
розвиток,розвиток
матеріально,матеріально
технічної,технічний
бази,база
та,та
нові,новий
наукові,науковий
дослідження,дослідження
Це,це
невеликі,невеликий
кошти,кошти
для,для
держави,держава
кілька,кілька
десятків,десяток
мільйонів,мільйон
гривень,гривня
але,але
для,для
таких,такий
наукових,науковий
підприємств,підприємство
і,і
установ,установа
це,це
надзвичайно,надзвичайно
великі,великий
кошти,кошти
не,не
кажу,казати
чи,чи
вже,вже
про,про
те,те
що,що
в,в
проекті,проект
бюджету,бюджет
який,який
внесений,внесений
сьогодні,сьогодні
200,200
мільйонів,мільйон
гривень,гривня
зняли,зняти
з,з
фундаментальних,фундаментальний
досліджень,дослідження
Ви,ви
лише,лише
вдумайте,вдумайте
ся,ся
що,що
це,це
таке,такий
Це,це
фіскальний,фіскальний
зашморг,зашморг
на,на
шиї,шия
української,український
науки,наука
20,20
мільйонів,мільйон
гривень,гривня
викреслили,викреслили
всупереч,всупереча
рішен,рішен
ню,ню
комітету,комітет
з,з
економічних,економічний
досліджень,дослідження
Дайте,дати
реінвестувати,реінвестувати
в,в
розви,розва
ток,ток
науки,наука
хоча,хоча
б,б
той,той
прибут,прибут
ок,ок
який,який
науковці,науковка
заробляють,заробляють
Прошу,прош
підтримати,підтримати
ГОЛОВУЮЧА,головік
Пане,пане
Галасюк,галасюк
нагадайте,нагадайте
нам,ми
будь,бути
ласка,ласка
номер,номер
поправки,поправки
ГАЛАСЮК,галаско
В,в
В,в
Поправка,поправка
165,165
ГОЛОВУЮЧА,головік
Ставиться,ставиться
на,на
голосування,голосування
поправка,поправка
165,165
Прошу,прош
визначатися,визначатися
За,за
60,60
Поправку,поправка
відхил,відхил
ено,ено
Колеги,Колеги
я,я
бачу,бачити
всі,весь
руки,рука
Не,не
хвилюйтеся,хвилюйтесь
ми,ми
повернемося,повернемося
до,до
всіх,весь
поправок,поправок
з,з
приводу,привід
яких,який
ви,ви
наполягаєте,наполягаєте
Поправки,поправки
151,151
та,та
153,153
Увімкніть,увімкніть
будь,бути
ласка,ласка
мікрофон,мікрофон
Ірини,ірина
Сисоєнко,сисоєнко
СИСОЄНКО,сисощнко
І,і
В,в
заступник,заступник
голови,голова
Комітету,комітет
Верховної,верховний
Ради,рада
України,Україна
з,з
питань,питання
охорони,охорона
здоров’я,здоров’я
загальнодержавний,загальнодержавний
багатоман,багатоман
датний,датний
виборчий,виборчий
округ,окр
політична,політична
партія,партія
Об’єднання,об’єднання
Самопоміч,Самопоміч
Хочу,хотіти
зачитати,зачитати
для,для
стенограми,стеногра
поправку,поправка
151,151
Підпункт,підпункт
4,4
пункту,пункт
25,25
розділу,розділ
І,і
законопроекту,законопроект
вилучити,вилучити
Цю,цей
поправку,поправка
повинні,повинний
підтримати,підтримати
представники,представник
усіх,увесь
фракцій,фракція
Її,її
підтримують,підтримують
члени,член
Комітету,комітет
з,з
питань,питання
охорони,охорона
здоров’я,здоров’я
Яриніч,яриніч
Березенко,березенко
Шипко,шипко
Шурма,шурма
Донець,Донець
Кири,кира
ченко,ченко
Біловол,біловол
У,у
даній,даній
поправці,поправець
ми,ми
вимагаємо,вимагаємо
повернути,повернут
в,в
медичні,медичний
65,65
закони,закон
положе,положе
ння,ння
про,про
те,те
що,що
держава,держава
зобов,зобов
’язана,’язана
виділяти,виділят
державне,державне
фінансування,фінансування
на,на
оплату,оплата
м,м
едичних,едичних
послуг,послуга
для,для
громадян,громадянин
у,у
розмірі,розмір
не,не
менше,менше
5,5
відсотків,відсоток
від,від
ВВП,ВВП
Ми,ми
вимагаємо,вимагаємо
повернути,повернут
норму,норма
якою,який
має,мати
бути,бути
підвищена,підвищена
заробітна,заробітна
плата,плата
медичним,медичний
працівникам,працівник
що,що
має,мати
стано,стано
вити,вити
не,не
менше,менше
250,250
відсотків,відсоток
помножен,помножен
о,о
на,на
середню,середній
заробітну,заробітно
плату,плата
по,по
Україні,Україна
Також,також
у,у
поправ,поправ
ці,цей
ми,ми
вимагаємо,вимагаємо
повернути,повернут
норму,норма
де,де
не,не
уряд,уряд
у,у
ручному,ручне
режимі,режим
вирішувати,вирішуват
ме,ме
які,який
послуги,послуга
оплачувати,оплачувати
грома,грома
дянам,дян
а,а
які,який
н,н
і,і
а,а
як,як
виписано,виписано
в,в
чинному,чинне
законі,закон
про,про
медичну,медичний
реформу,реформ
що,що
це,це
буде,бути
додатком,додаток
до,до
Державного,державний
бюджету,бюджет
України,Україна
і,і
парламент,парламент
також,також
брати,брати
ме,ме
на,на
себе,себе
відповідальність,відповідальність
про,про
забезпечення,забезпечення
і,і
фінансу,фінанси
вання,вання
медичної,медичний
допомоги,допомога
ГОЛОВУЮЧА,головік
Ставиться,ставиться
на,на
голосування,голосування
поправка,поправка
151,151
Прошу,прош
визначатися,визначатися
За,за
97,97
Поправк,поправк
у,у
відхил,відхил
ено,ено
Поправка,поправка
153,153
Увімкніть,увімкніть
б,б
удь,удь
ласка,ласка
мікрофон,мікрофон
Сисоєнко,сисоєнко
СИСОЄНКО,сисощнко
І,і
В,в
Фракція,фракція
Об’єднання,об’єднання
Самопоміч,Самопоміч
катего,катего
рично,рично
заперечує,заперечує
спробу,спроба
уряду,уряд
внесенням,внесення
змін,зміна
до,до
Бюджетн,бюджетн
ого,о_о
кодекс,кодекс
у,у
України,Україна
зруйнувати,зруйнувати
ті,той
норми,норма
які,який
стали,стати
підставою,підстава
для,для
прийняття,прийняття
нових,новий
законів,закон
щодо,щодо
медичної,медичний
реформи,реформ
Ми,ми
вважає,вважати
мо,мо
якщо,якщо
не,не
буде,бути
вирішено,вирішити
питання,питання
щодо,щодо
підвищ,підвищ
ення,ення
заробітних,заробітний
плат,плат
якщо,якщо
держава,держава
не,не
забезпечить,забезпечить
фінансуванням,фінансування
медичні,медичний
послуги,послуга
які,який
ма,мама
ють,ють
оплатити,оплатити
коштами,кошти
з,з
держбюджету,держбюджету
то,то
не,не
має,мати
суті,суть
і,і
значення,значення
змісту,зміст
тих,той
нових,новий
законів,закон
які,який
стосуються,стосуватися
медичної,медичний
реформи,реформ
Отже,отже
вимагаємо,вимагаємо
вне,вне
сти,сто
зміни,зміна
і,і
підтримати,підтримати
попра,попра
вку,вок
153,153
і,і
не,не
чіпати,чіпати
медичні,медичний
закони,закон
а,а
просто,просто
Міністерству,міністерство
охорони,охорона
здоров,здоров
’я,’я
їх,вони
виконувати,виконувати
ГОЛОВУЮЧА,головік
Ставиться,ставиться
на,на
голосування,голосування
поправ,поправ
ка,ка
153,153
Прошу,прош
визнача,визнача
тися,тися
Колеги,Колеги
залишається,залишатися
остання,останній
поправка,поправка
Прошу,прош
всіх,весь
повертатися,повертатися
до,до
сесійної,сесійна
зали,зала
Голови,голова
фракцій,фракція
будь,бути
ласка,ласка
дайте,дати
сигнал,сигнал
народним,народна
депутатам,депутат
України,Україна
щоб,щоб
поверталися,поверталися
з,з
кулуарів,кулуар
та,та
їдалень,їдалень
За,за
88,88
Поправку,поправка
відхил,відхил
ено,ено
66,66
Поправка,поправка
164,164
Народний,народний
депутат,депутат
Бакуменко,бакуменко
Вибачте,вибачте
це,це
не,не
остання,останній
поправка,поправка
Залишилося,залишилос
ще,ще
три,три
поправки,поправки
Мельник,Мельник
Яніцький,яніцький
але,але
зараз,зараз
‒,‒
Бакуменко,бакуменко
Будь,бути
ласка,ласка
БАКУМЕНКО,бакуменко
О,О.
Б,Б
заступник,заступник
голови,голова
Комітету,комітет
Верховної,верховний
Ради,рада
України,Україна
з,з
питань,питання
аграрної,аграрна
політики,політика
та,та
земельних,земельний
відносин,відносин
загальнодержавний,загальнодержавний
багатомандатний,багатомандатний
виборчий,виборчий
округ,окр
партія,партія
Блок,блок
Петра,петра
Порошенка,Порошенко
Дякую,дякувати
Пункт,пункт
25,25
Р,р
озділу,озділу
І,і
проект,проект
у,у
Закону,закон
У,у
розділі,розділ
VI,VI
Прикінцеві,прикінце
та,та
перехідні,перехідні
положення,положення
доповнити,доповнити
новим,новий
підпунктом,підпункт
5,5
такого,такий
змісту,зміст
Установити,установити
як,як
виняток,виняток
з,з
поло,поло
жень,жень
частини,частина
дванадцятої,дванадцята
статті,стаття
23,23
цього,цей
кодексу,кодекс
що,що
залишки,залишки
коштів,кошти
на,на
кінець,кінець
бюджетного,бюджетний
періоду,період
передбачен,передбачен
их,их
на,на
держа,держа
вну,вень
підтримку,підтримка
сільськогосподарських,сільськогосподарські
товаровиробників,товаровиробник
перераховуються,перераховуються
до,до
спеціального,спеціальний
фонду,фонд
Держав,держав
ного,він
бюджету,бюджет
України,Україна
та,та
спрямовуються,спрямовуються
виключно,виключно
на,на
гарантування,гарантування
повернення,повернення
банківських,банківський
кредитів,кредит
та,та
страхування,страхування
від,від
сільськогоспо,сільськогоспо
дарських,дарськи
страхових,страхови
ризиків,ризик
визначених,визначений
Законом,закон
України,Україна
Про,про
особ,особ
ливості,ливість
страхування,страхування
сільськогосподарської,сільськогосподарська
продукції,продукція
з,з
державною,державна
підтримкою,підтримка
та,та
здійснюються,здійснюватися
в,в
порядку,порядок
встановленому,встановлений
Кабінетом,кабінет
Міністрів,міністр
України,Україна
У,у
цьому,це
році,рік
як,як
ми,ми
сподіває,сподіває
мося,мося
не,не
менше,менше
2,2
мільярдів,мільярд
гривень,гривня
не,не
буд,буд
е,е
освоєно,освоєно
Тому,тому
просимо,просимо
цю,цей
поправку,поправка
врахувати,врахувати
і,і
перенести,перенест
дію,дія
норми,норма
цієї,цей
поправки,поправки
на,на
наступний,наступний
рік,рік
Колеги,Колеги
прошу,просити
підтримати,підтримати
аграріїв,аграрія
ГОЛОВУЮЧА,головік
Ставиться,ставиться
на,на
голосування,голосування
поправка,поправка
164,164
Прошу,прош
визнач,визнач
атися,атися
За,за
99,99
Поправку,поправка
відхил,відхил
ено,ено
Слово,слово
надається,надаватися
народн,народн
ому,вона
депутат,депутат
у,у
Яніцьк,яніцьк
ому,вона
Перепрошую,перепрошуя
що,що
не,не
зробила,зробити
це,це
відразу,відразу
ЯНІЦЬКИЙ,яніцький
В,в
П,П.
заступник,заступник
голови,голова
Комітету,комітет
Верховної,верховний
Ради,рада
України,Україна
з,з
питань,питання
правової,правова
політики,політика
та,та
правосуддя,правосуддя
одномандатний,одномандатний
виборчий,виборчий
округ,окр
№,№
155,155
Рівненська,рівненська
область,область
партія,партія
Блок,блок
Петра,петра
Порошенка,Порошенко
Шановні,шановний
колеги,колега
Прошу,прош
повернутися,повернутися
до,до
поправки,поправки
180,180
і,і
підтримати,підтримати
її,вона
Свої,свій
аргумент,аргумент
и,и
ми,ми
чітко,чітко
в,в
иклали,иклал
на,на
засіданні,засідання
бюджетно,бюджетно
го,го
під,під
комітету,комітет
до,до
того,те
ж,ж
на,на
засіданні,засідання
бюджетного,бюджетний
комітету,комітет
67,67
було,бути
ухвалено,ухвалено
рішення,рішення
підтрима,підтрима
ти,ти
її,вона
розгляд,розгляд
у,у
сесійному,сесійний
залі,зал
Прошу,прош
прогол,прогол
осувати,осувати
і,і
підтримати,підтримати
дану,дан
поправку,поправка
ГОЛОВУЮЧА,головік
Йдеться,йтися
про,про
поправку,поправка
180,180
шановного,шановне
нашого,наш
колеги,колега
народного,народний
депутата,депутат
Яніцького,яніцький
Комітет,комітет
її,вона
відхилив,відхилив
Він,він
про,про
сить,сить
її,вона
підтримати,підтримати
Ставиться,ставиться
на,на
голосування,голосування
поправка,поправка
180,180
Прошу,прош
визначатися,визначатися
За,за
75,75
Поправку,поправка
відхил,відхил
ено,ено
Остання,останній
поправка,поправка
на,на
якій,який
наполяга,наполяга
є,бути
наш,наш
колег,колега
а,а
народний,народний
депутат,депутат
Мельник,Мельник
Потім,потім
пан,пан
Іщейкін,іщейкін
підсумує,підсумує
обговорення,обговорення
у,у
тому,тому
числі,число
й,й
те,те
що,що
сказали,сказати
для,для
стенограми,стеногра
щодо,щодо
внесення,внесення
змін,зміна
Будь,бути
ласка,ласка
п,п.
ане,ане
Мельник,Мельник
МЕЛЬНИК,мельник
С,С.
І,і
заступник,заступник
голови,голова
Комітету,комітет
Верховної,верховний
Ради,рада
України,Україна
з,з
питань,питання
бюджету,бюджет
одномандатний,одномандатний
виборчий,виборчий
округ,окр
№,№
187,187
Хмельницька,хмельницький
область,область
самовисуванець,самовисуванець
Шановн,шановн
і,і
колеги,колега
У,у
п,п.
оправ,оправ
ці,цей
177,177
врегульовує,врегульовує
ться,ться
більш,більш
а,а
частин,частина
а,а
питань,питання
щодо,щодо
міжбюджетних,міжбюджетний
відносин,відносин
новоутворених,новоутворений
об,об
’єднаних,’єднан
територіальних,територіальний
гро,гро
мад,мад
Проте,проте
хочу,хотіти
зазначити,зазначити
що,що
залишається,залишатися
неврегульованим,неврегульований
питання,питання
прямих,прямих
міжбюджетних,міжбюджетний
відносин,відносин
новоутворени,новоутворени
х,х
ОТГ,ОТГ
які,який
утвор,утвор
юють,юють
ся,ся
після,після
16,16
листопада,листопад
2018,2018
року,рік
Прошу,прош
уряд,уряд
Міністерство,міністерство
фінансів,фінанси
України,Україна
протокольно,протокольно
Члени,члени
бюджетн,бюджетн
ого,о_о
комітет,комітет
у,у
вважа,вважа
ють,ють
що,що
ці,цей
питання,питання
можна,можна
буде,бути
врегулювати,врегулювати
під,під
час,час
розподіл,розподіл
у,у
стабілізаційної,стабілізаційна
дотації,дотація
Ми,ми
просимо,просимо
Асоціацію,асоціація
міст,місто
України,Україна
дати,дати
відповідний,відповідний
алгоритм,алгоритм
До,до
того,те
ж,ж
у,у
нас,ми
залишається,залишатися
неврегульованим,неврегульований
досі,досі
питання,питання
коли,коли
окремі,окремий
обласні,обласня
ради,ради
не,не
затверджують,затверджують
перспективн,перспективн
ого,о_о
план,план
у,у
розвитку,розвиток
І,і
ми,ми
просили,просити
би,би
профільний,профільний
Комітет,комітет
з,з
питань,питання
державного,державний
будівництва,будівництво
регіональної,регіональний
політики,політика
та,та
місцевого,місцевий
самоврядування,самоврядування
за,за
аналогі,аналогі
єю,єю
визнання,визнання
Кабі,каба
нетом,нето
Міністрів,міністр
України,Україна
спроможними,спроможні
об,об
’єднані,’єднані
територіальні,територіальний
громади,громада
піти,піти
ГОЛОВУЮЧА,головік
Зрозуміло,зрозуміло
Колеги,Колеги
прошу,просити
визнач,визнач
атися,атися
щодо,щодо
поправки,поправки
177,177
Тобто,тобто
ви,ви
не,не
наполягаєте,наполягаєте
а,а
просто,просто
Увімкніть,увімкніть
б,б
удь,удь
ласка,ласка
мікрофон,мікрофон
пан,пан
а,а
Мельник,Мельник
а,а
68,68
МЕЛЬНИК,мельник
С,С.
І,і
Прошу,прош
питання,питання
щодо,щодо
стабілізаційн,стабілізаційн
ої,ої
дотації,дотація
протокольно,протокольно
оформи,оформа
ти,ти
як,як
доручення,доручення
і,і
під,під
час,час
розподілу,розподіл
можна,можна
буде,бути
це,це
врегу,вре
лювати,люват
і,і
не,не
вносити,вносити
прям,прямо
их,их
змін,зміна
Це,це
перше,перше
Друге,друг
прохання,прохання
до,до
п,п.
рофільн,рофільн
ого,о_о
комітет,комітет
у,у
щодо,щодо
перспективного,перспективне
плану,план
ГОЛОВУЮЧА,головік
Дякуємо,дякув
Ми,ми
не,не
можемо,могти
за,за
це,це
голосувати,голосуват
Тому,тому
потім,потім
те,те
що,що
пролунало,пролунало
у,у
виступі,виступі
ми,ми
зможемо,змогти
оформити,оформити
як,як
депутатське,депутатське
звернення,звернення
Колеги,Колеги
зараз,зараз
заключне,заключне
слово,слово
скаже,сказати
доповідач,доповідач
пан,пан
Іщейкін,іщейкін
зверн,зверн
увши,увша
увагу,увага
зал,зал
у,у
на,на
ті,той
поправк,поправк
и,и
на,на
яких,який
комітет,комітет
просить,просити
зосере,зосере
дитися,дитися
поверн,поверн
утися,утися
і,і
підтримати,підтримати
щоб,щоб
не,не
розбалансовувати,розбалансовувати
законо,законо
проект,проект
у,у
Йтиметься,йтиметься
про,про
три,три
поправки,поправки
Д,Д.
уже,уже
прошу,просити
уважно,уважно
слухати,слухати
Колег,колег
и,и
повертайтеся,повертайтеся
до,до
сесійно,сесійно
го,го
залу,зал
зараз,зараз
будуть,бути
голо,голо
сування,сування
Веде,вести
засідання,засідання
Голова,голова
Верховної,верховний
Ради,рада
України,Україна
ПАРУБІЙ,парубій
А,а
В,в
ГОЛОВУЮЧИЙ,головуючий
Колеги,Колеги
обговорення,обговорення
питання,питання
завершено,завершено
Після,після
заключного,заключний
слова,слово
голови,голова
підкомітету,підкомітет
Іщейкіна,іщейкіна
Костянтина,костянтина
Євгеновича,щвгенович
переходи,переходи
мо,мо
до,до
прийняття,прийняття
рішення,рішення
Прошу,прош
голів,голова
фракцій,фракція
секретаріат,секретаріат
Верховної,верховний
Ради,рада
України,Україна
запросити,запросити
депутатів,депутат
до,до
залу,зал
Через,через
2,2
3,3
хвилини,хвилина
переходимо,переходий
до,до
прийняття,прийняття
рішення,рішення
Колеги,Колеги
прошу,просити
всіх,весь
поставитися,поставитися
відповідально,відповідально
щоб,щоб
потім,потім
не,не
повертатися,повертатися
по,по
кілька,кілька
разів,раз
до,до
голос,голос
ування,ування
До,до
заключного,заключний
слова,слово
запрошу,запроша
ється,ється
Іщейкін,іщейкін
Костянтин,Костянтин
Євге,євге
нович,нович
Будь,бути
ласка,ласка
ІЩЕЙКІН,іще
К,К.
Є,бути
Шановний,шановний
пане,пане
Голово,голово
Шановні,шановний
колеги,колега
Звер,звер
таючи,таючи
в,в
цілому,ціле
увагу,увага
на,на
ті,той
питання,питання
які,який
були,бути
дискусійними,дискусійний
хочу,хотіти
ще,ще
раз,раз
нагадати,нагадати
що,що
комітет,комітет
підтримав,підтрима
надання,надання
зовні,зовен
шніх,шніх
запозичень,запозичення
і,і
так,так
само,само
вважа,вважа
є,бути
що,що
обласні,обласня
ради,ради
мають,мати
такі,такий
самі,сам
права,право
як,як
і,і
міста,місто
Ця,цей
норма,норма
лише,лише
сприяти,сприята
ме,ме
швидкому,швидка
розвитку,розвиток
інфраструктурних,інфраструктурний
проектів,проект
Це,це
перше,перше
Друге,друг
Хочу,хотіти
по,по
просити,просити
вас,ви
підтримати,підтримати
поправку,поправка
151,151
Ірини,ірина
Сисоєнко,сисоєнко
та,та
по,по
правку,правка
161,161
народного,народний
депутата,депутат
Олега,олега
Кулініча,кулініча
69,69
в,в
редакції,редакція
яку,який
в,в
они,они
озвучи,озвуч
ли,ли
а,а
також,також
зауваження,зауваження
Юрія,юрія
Солов,солов
’я,’я
до,до
поправки,поправки
39,39
яке,який
він,він
ви,ви
голосив,голосив
Поправку,поправка
165,165
народ,народ
ного,він
депутата,депутат
Галасюка,галасюка
комітет,комітет
у,у
цілому,ціле
підтримав,підтрима
але,але
зробив,зробити
зауваження,зауваження
що,що
бажано,бажано
спочатку,спочатку
унормувати,унормуват
ці,цей
пози,пози
ції,ція
в,в
профільному,профільний
законопроекті,законопроект
для,для
того,те
щоб,щоб
не,не
було,бути
питань,питання
щодо,щодо
положення,положення
Бюджетного,бюджетне
кодексу,кодекс
оскільки,оскільки
там,там
є,бути
певні,певний
ресурсні,ресурсня
моменти,момент
І,і
остання,останній
поправка,поправка
на,на
якій,який
ми,ми
просили,просити
зосередитися,зосередитися
поправка,поправка
180,180
народного,народний
депутата,депутат
Яніцького,яніцький
Будь,бути
ласка,ласка
якщо,якщо
можна,можна
нехай,нехай
редакцію,редакція
своєї,свій
поправки,поправки
о,о
го-,го-
лосить,лосить
Юрій,Юрій
Соловей,соловей
Дякую,дякувати
ГОЛОВУЮЧИЙ,головуючий
Отже,отже
зараз,зараз
я,я
озвучу,озвуч
всі,весь
пропозиції,пропозиція
комітету,комітет
повернутися,повернутися
до,до
поправок,поправок
151,151
167,167
та,та
180,180
Поправку,поправка
161,161
у,у
редакції,редакція
яку,який
озвучив,озвучив
Кулініч,кулініч
Поправку,поправка
165,165
у,у
редакції,редакція
яку,який
озвучив,озвучив
Соловей,соловей
Пане,пане
Соловей,соловей
сформулюйте,сформулюйте
правильно,правильно
поправку,поправка
для,для
стенограми,стеногра
Одна,один
хвилина,хвилина
будь,бути
ласка,ласка
СОЛОВЕЙ,соловей
Ю,Ю
І,і
Шановні,шановний
колеги,колега
П,П.
ропо,ропо
нується,нується
повернутися,повернутися
до,до
поправки,поправки
39,39
і,і
два,два
останні,останній
абзаци,абзац
що,що
до,до
доходів,дохід
обласних,обласний
бюджетів,бюджет
виключити,виключит
та,та
викласти,викласт
у,у
новій,новий
редакції,редакція
У,у
частині,частина
перш,перш
ій,ії
статті,стаття
64,64
пункт,пункт
2,2
викласти,викласт
в,в
такій,такий
редакції,редакція
37,37
відсотків,відсоток
рентної,рентна
плати,плата
за,за
спеціальне,спеціальний
використання,використання
лісових,лісовий
ресурсів,ресурс
у,у
частині,частина
деревини,деревини
заго,за
товленої,товлена
в,в
порядку,порядок
рубок,рубок
головного,головний
користування,користування
ГОЛОВУЮЧИЙ,головуючий
Пане,пане
Оле,оле
же,же
можливо,можливо
під,під
час,час
голосування,голосування
я,я
наголошу,наголош
що,що
поправка,поправка
39,39
в,в
редакції,редакція
озвуч,озвуч
еній,яній
паном,пан
Солов,солов
’єм,хін
Ніхто,ніхто
не,не
заперечує,заперечує
Так,так
буде,бути
простіше,простіше
Колеги,Колеги
прошу,просити
всіх,весь
заходити,заходити
до,до
залу,зал
та,та
займати,займат
робочі,робоча
місця,місце
Отже,отже
ще,ще
раз,раз
перепитаю,перепита
у,у
голови,голова
комітету,комітет
повертаємося,повертаємося
до,до
попра,попра
вок,вок
151,151
165,165
167,167
і,і
180,180
а,а
до,до
поправок,поправок
161,161
і,і
39,39
не,не
потрібно,потрібно
повертатися,повертатися
просто,просто
під,під
час,час
голосування,голосування
я,я
зазначу,зазначити
що,що
у,у
вашій,вашія
редакції,редакція
Отже,отже
зараз,зараз
буде,бути
голосування,голосування
про,про
повернення,повернення
до,до
чотирьох,чотири
поправок,поправок
Шум,шум
у,у
залі,зал
Добре,добре
повернемося,повернемося
одним,один
голосуванням,голосування
а,а
підтримувати,підтримувати
будемо,бути
окремо,окремо
70,70
Прошу,прош
зайнят,зайнят
и,и
робочі,робоча
місця,місце
і,і
не,не
виходити,виходити
із,із
залу,зал
Ставиться,ставиться
на,на
голосування,голосування
пропозиці,пропозиці
я,я
комітету,комітет
повернутися,повернутися
до,до
поправок,поправок
151,151
165,165
167,167
та,та
180,180
Прошу,прош
підтримати,підтримати
Голосу,голос
ємо,щмо
За,за
199,199
Будемо,бути
вважати,вважати
що,що
не,не
встигли,встигли
Колеги,Колеги
будь,бути
ласка,ласка
зайдіть,зайдіть
до,до
залу,зал
під,під
час,час
розгляду,розгляд
бюджет,бюджет
них,вони
питань,питання
Прошу,прош
всіх,весь
змобілізуватися,змобілізуватися
Ставиться,ставиться
на,на
го,го
лосування,лосування
про,про
позиція,позиція
повернутися,повернутися
до,до
поправ,поправ
ок,ок
151,151
165,165
167,167
і,і
180,180
Прошу,прош
підтри,підтр
мати,мати
Голосуємо,голосує
За,за
248,248
Рішення,рішення
прийнято,прийнято
Отже,отже
ставиться,ставиться
на,на
голосування,голосування
по,по
правк,правк
а,а
151,151
Прошу,прош
під,під
тримати,тримати
Шум,шум
у,у
залі,зал
Усі,увесь
разом,разом
Ставляться,ставляться
на,на
голосування,голосування
поправки,поправки
151,151
165,165
167,167
та,та
180,180
різних,різний
депутатів,депутат
Прошу,прош
колеги,колега
підтримати,підтримати
наших,наш
друзів,друг
Голосуємо,голосує
За,за
221,221
Я,я
ж,ж
казав,казати
що,що
така,такий
пропозиція,пропозиція
не,не
пройде,пройде
Йдемо,йдемо
за,за
кожною,кожна
поправ,поправ
кою,ко
Шановні,шановний
колеги,колега
щойно,щойно
ми,ми
завалили,завалити
голосування,голосування
тож,тож
зараз,зараз
ми,ми
ще,ще
раз,раз
повернемося,повернемося
до,до
розгляду,розгляд
поправок,поправок
і,і
я,я
по,по
одній,один
ставитиму,ставитий
їх,вони
на,на
голосування,голосування
Отже,отже
колеги,колега
прошу,просити
всіх,весь
зайняти,зайняти
робочі,робоча
місця,місце
Ставиться,ставиться
на,на
голосування,голосування
пропозиція,пропозиція
повернутися,повернутися
до,до
розгляду,розгляд
поправок,поправок
151,151
165,165
16,16
7,7
180,180
Прошу,прош
підтримати,підтримати
Голосуємо,голосує
За,за
237,237
Рішення,рішення
прийнято,прийнято
Тепер,тепер
колеги,колега
став,стати
иться,хться
