Середа,середа
на,на
передачу,передача
фінансування,фінансування
питань,питання
роз-,роз-
витку,витка
медичних,медичний
закладів,заклад
з,з
державного,державний
бюджету,бюджет
на,на
місцеві,місце
бюджети,бюджет
що,що
повинно,повинний
бути,бути
чітко,чітко
відображено,відображено
в,в
законі,закон
про,про
Державний,державний
бюджет,бюджет
Тому,тому
до,до
другого,другий
читання,читання
цей,цей
законопроект,законопроект
має,мати
бути,бути
д,д.
уже,уже
ретельно,ретельно
доопрацьований,доопрацьований
Дякую,дякувати
ГОЛОВУЮЧИЙ,головуючий
Бабій,бабій
Роман,роман
Вячеславович,вячеславович
БАБІЙ,бабія
Р,р
В,в
член,член
Комітету,комітет
Верховної,верховний
Ради,рада
України,Україна
з,з
питань,питання
правової,правова
політики,політика
загальнодержавний,загальнодержавний
багатомандатний,багатомандатний
виборчий,виборчий
округ,окр
політична,політична
партія,партія
Слуга,слуг
народу,народ
Прошу,прош
передати,передати
слов,слов
о,о
Артему,артем
Дубнову,дубнова
ГОЛОВУЮЧИЙ,головуючий
Артем,арте
Дубнов,дубнов
Увімкніть,увімкніть
будь,бути
ласка,ласка
мікрофон,мікрофон
ДУБНОВ,дубнова
А,а
В,в
заступник,заступник
голови,голова
Комітету,комітет
Верховної,верховний
Ради,рада
України,Україна
з,з
питань,питання
здоров’я,здоров’я
нації,нація
медичної,медичний
допомоги,допомога
та,та
медичного,медичний
страхування,страхування
одномандатний,одномандатний
виборчий,виборчий
округ,окр
№,№
213,213
м,м
Київ,Київ
політична,політична
партія,партія
Слуга,слуг
народу,народ
Шановні,шановний
колеги,колега
шановний,шановний
головуючий,головуючий
це,це
дуже,дуже
важливий,важливий
закон,закон
опроект,опроект
який,який
ми,ми
розглядаємо,розглядати
в,в
першому,перший
читанні,читання
Хочу,хотіти
пояснити,пояснити
колегам,колега
чому,чому
Ви,ви
знаєте,знати
що,що
у,у
країні,країна
стартувала,стартувати
первинка,первинка
і,і
її,вона
результати,результат
ми,ми
бачимо,бачити
як,як
суттєво,суттєво
пози,пози
тивні,тивень
з,з
реакції,реакція
наших,наш
пацієнтів,пацієнт
Але,але
старт,старт
вторинки,вторинки
дуже,дуже
важкий,важкий
і,і
пов’язаний,пов’язаний
з,з
тим,те
що,що
комунальні,комунальний
заклади,заклад
охорони,охорона
здоров,здоров
’я,’я
мають,мати
змінити,змінити
свій,свій
статус,статус
Таким,такий
законом,закон
ми,ми
надамо,надамо
їм,вони
тро,тро
хи,хи
спрощену,спрощен
процедуру,процедура
щоб,щоб
вторинна,вторинна
ланка,ланка
медичної,медичний
допомоги,допомога
в,в
Україні,Україна
запр,запра
ацювала,ацювала
з,з
1,1
квітня,квітень
56,56
Цей,цей
закон,закон
опроект,опроект
технічни,технічни
й,й
Його,його
прийняття,прийняття
дасть,дати
змогу,змога
вирі,вирі
шити,шити
деякі,деякий
питання,питання
які,який
є,бути
на,на
сьогодні,сьогодні
Звичайно,звичайно
під,під
час,час
доопра,доопра
цювання,цювання
до,до
другого,другий
читання,читання
відповідні,відповідні
моменти,момент
будуть,бути
враховані,врахований
Але,але
я,я
прошу,просити
зал,зал
підтримати,підтримати
бо,бо
без,без
такого,такий
закон,закон
у,у
вторинна,вторинна
ланка,ланка
медичної,медичний
реформи,реформ
не,не
запрацює,запрацює
Дякую,дякувати
ГОЛОВУЮЧИЙ,головуючий
Дякую,дякувати
Артем,арте
е,е
Васильович,Васильович
у,у
Лубінець,лубінець
Дмитро,Дмитро
Валерійович,валерійович
ЛУБІНЕЦЬ,лубінець
Д,Д.
В,в
голова,голова
Комітету,комітет
Верховної,верховний
Ради,рада
України,Україна
з,з
пи-,пи-
тань,тань
прав,право
людини,людина
деокупації,деокупація
та,та
реінтеграції,реінтеграція
тимчасово,тимчасово
окупованих,окупований
терито,терито
рій,ри
у,у
Донецькій,донецький
Луганській,луганський
областях,область
та,та
Автономної,автономна
Рес,рес
публіки,публіка
Крим,крим
міста,місто
Сев,сев
астополя,астополя
національних,національний
меншин,меншин
і,і
міжнаціо,міжнаціо
нальних,нальний
відносин,відносин
одномандатний,одномандатний
виборчий,виборчий
округ,окр
№,№
60,60
Донецька,донецький
область,область
самовисуванець,самовисуванець
Прошу,прош
передати,передати
слово,слово
Ларисі,ларисі
Білозір,білозір
Дякую,дякувати
ГОЛО,голо
ВУЮЧИЙ,вуючий
Лариса,Лариса
Миколаївна,миколаївна
Білозір,білозір
БІЛОЗІР,білозір
Л,л
М,М.
Шановні,шановний
колеги,колега
наша,наш
група,група
За,за
майбутнє,майбутнє
під,під
тримує,тримува
законопроект,законопроект
тому,тому
що,що
дійсно,дійсно
його,його
прийняття,прийняття
дасть,дати
мож,мож
ливість,ливість
продовжити,продовжити
реорганізацію,реорганізація
комунальних,комунальний
закладів,заклад
охорони,охорона
в,в
неприбуткові,неприбутко
Насправді,насправді
наприклад,наприклад
у,у
нас,ми
у,у
Вінницькій,вінницькій
області,область
вже,вже
майже,майже
всі,весь
реорганізовані,реорганізован
98,98
відсотків,відсоток
Але,але
справа,справа
в,в
іншому,інший
Подивіться,подивіться
законопроектом,законопроект
пропонується,пропонується
посилити,посилити
децентралізацію,децентралізація
фінансування,фінансування
надавши,надавши
відповідні,відповідні
функції,функція
і,і
повноваження,повноваження
органам,орган
місцевого,місцевий
самоврядування,самоврядування
та,та
тери,тери
торіальним,торіальний
громадам,громада
Що,що
це,це
означає,означати
У,у
принципі,принципі
в,в
бюджеті,бюджет
вже,вже
закладено,закласти
що,що
з,з
1,1
квітня,квітень
не,не
буде,бути
ніякої,ніякий
медичної,медичний
субвенції,субвенція
що,що
нібито,нібито
гроші,гроші
повністю,повністю
будуть,бути
іти,іти
за,за
пацієнтами,пацієнт
на,на
вторинці,вторинець
і,і
на,на
третинці,третинці
А,а
тепер,тепер
я,я
вам,ви
хочу,хотіти
навести,навести
приклад,приклад
Вінницької,вінницький
області,область
Оскільки,оскільки
фінансування,фінансування
медичних,медичний
закладів,заклад
заплановано,заплановано
лише,лише
на,на
один,один
квартал,квартал
минулого,минулий
року,рік
це,це
було,бути
1,1
3,3
мільярда,мільярд
цього,цей
року,рік
дали,дати
лише,лише
300,300
міль,міль
йонів,йонева
на,на
медичну,медичний
субвенцію,субвенція
отже,отже
н,н
а,а
утримання,утримання
закладів,заклад
ми,ми
недо,недо
отримуємо,отримувати
32,32
мільйони,мільйони
гривень,гривня
медичної,медичний
субвенції,субвенція
Мало,мало
того,те
через,через
це,це
ми,ми
не,не
можемо,могти
профінансувати,профінансувати
також,також
інші,інший
заклади,заклад
охорони,охорона
здо-,здо-
ров’я,ров’я
які,який
передані,переданий
обласній,обласний
раді,радий
Вінницький,вінницький
обласний,обласний
центр,центр
57,57
служби,служба
крові,кров
Центр,центр
медико,медичний
соціальної,соціальний
експертизи,експертиза
Дякуючи,дякуюча
цьому,це
у,у
Вінницькій,вінницькій
обласній,обласний
раді,радий
дефіцит,дефіцит
бюджету,бюджет
буде,бути
300,300
мільйонів,мільйон
гри,гра
вень,вень
З,з
цього,цей
випливає,випливати
що,що
взагалі,взагалі
немає,немати
коштів,кошти
на,на
будь,бути
-які,-як
програми,програма
чи,чи
то,то
щодо,щодо
чист,чист
ої,ої
води,вода
чи,чи
то,то
щодо,щодо
енергозбереженн,енергозбереженн
я,я
фактично,фактично
це,це
бюджет,бюджет
проїдання,проїдання
На,на
видатки,видатки
капітального,капітальний
характеру,характер
взагалі,взагалі
не,не
буде,бути
коштів,кошти
Запитайте,запитайте
в,в
пана,пан
Кулініча,кулініча
як,як
ий,ий
мав,мати
пілотний,пілотний
проект,проект
у,у
Полтавській,полтавськія
області,область
з,з
якими,який
проблемами,проблема
зіштовхнулися,зіштовхнулися
лікарні,лікарня
які,який
є,бути
центром,центр
ГОЛОВУЮЧИЙ,головуючий
Додайте,додайте
10,10
секунд,секунда
БІЛОЗІР,білозір
Л,л
М,М.
коли,коли
не,не
могли,могти
профінансувати,профінансувати
навіть,навіть
зарплати,зарплата
працівників,працівник
ключови,ключови
х,х
відділен,відділен
ь,ь
лікарень,лікарення
А,а
на,на
сьогодні,сьогодні
вже,вже
ГОЛОВУЮЧИЙ,головуючий
Власенко,власенко
Сергій,Сергій
Володимирович,володимирович
Після,після
цього,цей
Макаренко,макаренко
від,від
ОПЗЖ,опзун
і,і
переходимо,переходий
до,до
голо,голо
сування,сування
ВЛАСЕНКО,власенко
С,С.
В,в
член,член
Комітету,комітет
Верховної,верховний
Ради,рада
України,Україна
з,з
питань,питання
правової,правова
політики,політика
загальнодержавний,загальнодержавний
багатомандатний,багатомандатний
виборчий,виборчий
округ,окр
політична,політична
партія,партія
Всеукраїнське,всеукраїнське
об’єднання,об’єднання
Бать,бать
ківщина,ківщина
Прошу,прош
передати,передати
слово,слово
Івченку,івченка
ГОЛОВУЮЧИЙ,головуючий
Івченко,івченко
Вадим,Вадим
Євгенович,Євгенович
Підготуйтес,підготуйтес
я,я
до,до
голосування,голосування
шановні,шановня
народні,народний
депутати,депутат
ІВЧЕНКО,івщенко
В,в
Є,бути
член,член
Комітету,комітет
Верховної,верховний
Ради,рада
України,Україна
з,з
питань,питання
аграрної,аграрна
та,та
земельної,земельний
політик,політик
и,и
загальнодержавний,загальнодержавний
багатомандатний,багатомандатний
виборчий,виборчий
округ,окр
політична,політична
партія,партія
Всеукраїнське,всеукраїнське
об’єднання,об’єднання
Батьківщина,батьківщина
Шановні,шановний
колеги,колега
ця,цей
реформа,реформа
стосується,стосуватися
майже,майже
кожного,кожний
з,з
нас,ми
Медичною,медична
реформою,реформа
по,по
моєму,мій
уже,уже
займа,займа
ються,ються
усі,увесь
починаючи,починати
від,від
народних,народний
депутатів,депутат
Я,я
пам’ятаю,пам’ята
виступи,виступ
мого,мій
колеги,колега
з,з
Волині,Волинь
Гузя,гузя
який,який
говорив,говорити
про,про
те,те
що,що
потрібно,потрібно
збіль,збіль
шити,шити
кількість,кількість
госпітальн,госпітальн
их,их
округ,окр
ів,ів
які,який
тоді,тоді
запропонувала,запропонувала
Уляна,Уляна
Супрун,Супрун
Козятин,козятин
Вінниччина,вінниччина
до,до
госпітальн,госпітальн
ого,о_о
округ,окр
у,у
який,який
запро,запро
понований,понований
люди,людина
просто,просто
не,не
зможуть,змогти
доїхати,доїхати
Але,але
повірте,повірити
кожна,кожний
58,58
реформа,реформа
має,мати
робитися,робитися
так,так
щоб,щоб
людина,людина
отримала,отримати
найякіснішу,найякісніш
послу,посола
гу,ма
Те,те
що,що
пропонується,пропонується
цим,цей
законо,законо
проекто,проекто
м,м
означає,означати
що,що
в,в
май,май
бутньому,бути
зникнуть,зникнути
безкоштовні,безкоштовня
медичні,медичний
послуги,послуга
для,для
людей,людина
бо,бо
всі,весь
заклади,заклад
охорони,охорона
здоров,здоров
’я,’я
будуть,бути
переведені,переведень
в,в
комунальні,комунальний
які,який
нада,нада
вати,вата
муть,муть
послуги,послуга
Це,це
перше,перше
Друге,друг
О,О.
ргани,ргани
місцевого,місцевий
самоврядування,самоврядування
різні,різний
місто,місто
Київ,Київ
чи,чи
якась,якийсь
там,там
Фурсівська,фурсівська
ОТГ,ОТГ
яка,який
не,не
ма,мама
є,бути
достатньо,достатньо
коштів,кошти
для,для
того,те
щоб,щоб
утримувати,утримувати
відповідні,відповідні
заклади,заклад
охорони,охорона
здоров,здоров
’я,’я
тому,тому
там,там
не,не
буде,бути
можливості,можливість
у,у
тримувати,тримувати
їх,вони
на,на
найякіснішому,найякісніше
рівні,рівень
і,і
люди,людина
які,який
прожива,прожива
ють,ють
на,на
території,територія
цієї,цей
ОТГ,ОТГ
отримувати,отримувати
муть,муть
не,не
такі,такий
послуги,послуга
як,як
люди,людина
які,який
живуть,жити
в,в
обласних,обласний
центрах,центр
У,у
чому,чому
полягала,полягати
функція,функція
держави,держава
і,і
взагалі,взагалі
реформи,реформ
місцевого,місцевий
самоврядування,самоврядування
та,та
децентралізації,децентралізація
У,у
тому,тому
що,що
держава,держава
має,мати
забез,забез
печити,печити
всім,весь
громадянам,громадянин
України,Україна
якісні,якісні
медичні,медичний
та,та
освітні,освітні
послуги,послуга
Колеги,Колеги
я,я
вже,вже
не,не
кажу,казати
про,про
те,те
що,що
цей,цей
закон,закон
опроект,опроект
порушує,порушува
статтю,стаття
49,49
Конституції,конституція
у,у
якій,який
чітко,чітко
визначено,визначено
що,що
ми,ми
не,не
можемо,могти
закривати,закривата
державні,державний
заклади,заклад
охорони,охорона
здоров,здоров
’я,’я
А,а
таким,такий
чином,чин
ми,ми
переводимо,переводий
їх,вони
у,у
комунальні,комунальний
переводимо,переводий
їх,вони
у,у
комерційні,комерційня
і,і
переводимо,переводий
у,у
платні,платні
установи,установа
Те,те
що,що
пропонується,пропонується
не,не
правильно,правильно
Дякую,дякувати
ГОЛОВУЮЧИЙ,головуючий
Дякую,дякувати
Макаренко,макаренко
Михайло,Михайло
Васильович,Васильович
з,з
мотивів,мотив
1,1
хвилин,хвилина
а,а
Після,після
того,те
переходимо,переходий
до,до
голосування,голосування
Будь,бути
ласка,ласка
підготуйтес,підготуйтес
я,я
МАКАРЕНКО,макаренко
М,М.
В,в
заступник,заступник
голови,голова
Комітету,комітет
Верховної,верховний
Ради,рада
України,Україна
з,з
питань,питання
здоров’я,здоров’я
нації,нація
медичної,медичний
допомоги,допомога
та,та
ме,ме
дичного,дичне
страхування,страхування
загальнодержавний,загальнодержавний
багатомандатний,багатомандатний
вибор,вибор
чий,чий
округ,окр
політична,політична
партія,партія
Опозиційна,опозиційна
платформа,платформа
За,за
життя,життя
Опозиційна,опозиційна
платформа,платформа
−,−
За,за
життя,життя
Шановні,шановний
колеги,колега
шановна,шановна
президі,презид
є,бути
Ви,ви
знаєте,знати
у,у
сфері,сфера
м,м
едицин,едицин
и,и
прийнято,прийнято
вже,вже
стільки,стільки
законів,закон
які,який
не,не
відповідають,відповідати
вимогам,вимога
ані,ані
хворих,хворий
людей,людина
ані,ані
лікарів,лікар
і,і
нам,ми
треба,треба
внести,внести
зміни,зміна
до,до
статті,стаття
49,49
Конституції,конституція
Ми,ми
давно,давно
хотіли,хотіти
її,вона
змінити,змінити
бо,бо
вона,вона
вже,вже
не,не
працює,працювати
59,59
Але,але
я,я
хочу,хотіти
сказати,сказати
що,що
треба,треба
робити,робити
якісь,якийсь
кроки,крок
Ви,ви
ж,ж
чули,чути
що,що
говорив,говорити
попередній,попередній
промовець,промовець
у,у
своєму,свій
виступі,виступі
щодо,щодо
Вінницької,вінницький
області,область
те,те
не,не
ф,ф
інанс,інанс
ується,ується
а,а
те,те
фінанс,фінанс
ується,ується
Треба,треба
зробити,зробити
хоча,хоча
б,б
якісь,якийсь
п,п.
ерші,ерша
крок,крок
и,и
щоб,щоб
ми,ми
знали,знати
як,як
діяти,диять
далі,далі
Можна,можна
проводити,проводити
реформи,реформ
але,але
лише,лише
такі,такий
які,який
спрямовані,спрямований
на,на
те,те
щоб,щоб
люди,людина
були,бути
здорові,здоровий
Ви,ви
подивіться,подивіться
ГОЛОВУЮЧИЙ,головуючий
Додайте,додайте
10,10
секунд,секунда
МАКАРЕНКО,макаренко
М,М.
В,в
Я,я
вам,ви
хочу,хотіти
сказати,сказати
як,як
акушер,акушер
гінеколог,гінеколог
що,що
87,87
відсотків,відсоток
жінок,жінка
репродуктивно,репродуктивно
го,го
віку,вік
мають,мати
ГОЛОВУЮЧИЙ,головуючий
Дякую,дякувати
Шановні,шановний
колеги,колега
підготуйтес,підготуйтес
я,я
до,до
голосування,голосування
Переходимо,переходий
до,до
голосування,голосування
за,за
законопроект,законопроект
Ставлю,ставля
на,на
голосування,голосування
пропозицію,пропозиція
про,про
прийняття,прийняття
за,за
основу,основа
проекту,проект
Закону,закон
Про,про
внесення,внесення
змін,зміна
до,до
деяких,деякий
законодавчих,законодавчий
актів,акт
України,Україна
щодо,щодо
невідкладних,невідкладний
заходів,захід
у,у
сфері,сфера
охорони,охорона
здоров,здоров
’я,’я
№,№
2428,2428
Прошу,прош
підготуватис,підготуватис
я,я
до,до
голосування,голосування
Готові,готові
голосувати,голосуват
Прошу,прош
підтримати,підтримати
та,та
проголосувати,проголосувати
За,за
−,−
295,295
Рішення,рішення
прийнято,прийнято
Покажіть,покажіть
будь,бути
ласка,ласка
по,по
фракція,фракція
х,х
і,і
групах,група
Слуга,слуг
народу,народ
224,224
Опозиційн,опозиційн
а,а
платформа,платформа
За,за
життя,життя
2,2
Європейська,європейська
солідарність,солідарність
21,21
Батьківщина,батьківщина
0,0
За,за
майбутнє,майбутнє
13,13
Голос,голос
18,18
позафракційні,позафракційня
17,17
Була,бути
пропозиція,пропозиція
про,про
скорочення,скорочення
строків,строк
Відповідно,відповідно
до,до
частини,частина
другої,другий
статті,стаття
116,116
Регламенту,регламент
Верховної,верховний
Ради,рада
України,Україна
ставлю,ставель
на,на
голосування,голосування
пропозицію,пропозиція
про,про
скорочення,скорочення
наполовину,наполовину
строків,строк
подачі,подача
пропозицій,пропозиція
і,і
поправок,поправок
та,та
підготовки,підготовка
до,до
другого,другий
читання,читання
законо,законо
проекту,проект
№,№
2428,2428
Прошу,прош
підтримати,підтримати
та,та
проголосувати,проголосувати
За,за
−,−
259,259
Рішення,рішення
прийнято,прийнято
Дякую,дякувати
––––––––––,–––––––
Переходимо,переходий
до,до
наступ,наступ
ного,він
питання,питання
порядку,порядок
денного,денний
Шановні,шановний
колеги,колега
на,на
ваш,ваш
розгляд,розгляд
пропонується,пропонується
проект,проект
Закону,закон
Про,про
внесення,внесення
60,60
змін,зміна
до,до
Податкового,податкове
кодексу,кодекс
України,Україна
у,у
зв,зв.
’язку,’язок
із,із
вдосконаленням,вдосконалення
процедури,процедура
проведення,проведення
фінансової,фінансовий
реструктуризації,реструктуризація
та,та
щодо,щодо
вдоско,вдоско
налення,налення
оподаткування,оподаткування
опер,опер
ацій,аці
фінансового,фінансовий
лізингу,лізинг
№,№
2358,2358
Шановні,шановний
колеги,колега
нам,ми
необхідно,необхідно
проголосувати,проголосувати
та,та
підтримати,підтримати
пропозицію,пропозиція
щодо,щодо
включення,включення
цього,цей
законопроекту,законопроект
до,до
порядку,порядок
денного,денний
пленарного,пленарний
засідання,засідання
Прошу,прош
підтримати,підтримати
та,та
проголосувати,проголосувати
За,за
−,−
261,261
Рішення,рішення
прийнято,прийнято
Пропонуєт,пропонуєт
ься,ься
застосувати,застосувати
процедуру,процедура
ad,ad
hoc,hoc
щодо,щодо
розгляду,розгляд
та,та
прийняття,прийняття
рішення,рішення
на,на
цьому,це
пленарному,пленарний
засіданні,засідання
Прошу,прош
підтримати,підтримати
та,та
проголосувати,проголосувати
За,за
−,−
255,255
Пропонується,пропонується
розглянути,розглянути
це,це
питання,питання
за,за
скороченою,скорочена
проце,проце
дурою,дура
Прошу,прош
підтримати,підтримати
та,та
проголосувати,проголосувати
За,за
−,−
254,254
Рішення,рішення
прийнято,прийнято
Шановні,шановний
колеги,колега
слово,слово
для,для
допов,допов
іді,ідея
надається,надаватися
голові,голова
Комітету,комітет
з,з
питань,питання
фінансів,фінанси
податкової,податковий
та,та
митної,митний
політики,політика
Гетманцеву,гетманцева
Данилу,данил
Олександровичу,Олександрович
ГЕТМАНЦЕВ,гетраніе
Д,Д.
О,О.
голова,голова
Комітету,комітет
Верховної,верховний
Ради,рада
України,Україна
з,з
питань,питання
фінансів,фінанси
податкової,податковий
та,та
митно,митно
ї,ї
політики,політика
загальнодержав,загальнодержава
ний,ний
багатомандатний,багатомандатний
виборчий,виборчий
округ,окр
політична,політична
партія,партія
Слуга,слуг
народу,народ
Шановний,шановний
Голово,голово
шановні,шановня
колеги,колега
Два,два
місяці,місяць
тому,тому
ми,ми
прийняли,прийняти
в,в
цілому,ціле
законопроект,законопроект
про,про
фінансову,фінансовий
реструктуризацію,реструктуризація
яким,який
збільшили,збільшили
строки,строк
на,на
проведення,проведення
особливи,особлива
х,х
процедур,процедура
фінансової,фінансовий
реструктуризації,реструктуризація
ще,ще
на,на
три,три
роки,рік
і,і
вдосконалили,вдосконалити
ці,цей
процедури,процедура
Протягом,протягом
попередніх,попередній
трьох,три
років,рік
для,для
особливих,особливий
процедур,процедура
фі,фі
нансової,нансова
реструктуризації,реструктуризація
тобто,тобто
погашення,погашення
боргів,борг
боржником,боржник
перед,перед
кред,кред
итно,итно
фінансовими,фінансов
установами,установа
діяли,діяти
податкові,податковий
пільги,пільга
Цим,це
зако,зако
нопроектом,нопроект
пропонується,пропонується
продовжити,продовжити
дію,дія
цих,цей
податкових,податковий
пільг,пільг
трохи,трохи
більше,більше
ніж,ніж
на,на
три,три
роки,рік
до,до
1,1
січня,січень
2023,2023
року,рік
зокрема,зокрема
на,на
операції,операція
з,з
постачання,постачання
боржником,боржник
товарів,товар
на,на
погашення,погашення
боргу,борг
а,а
також,також
звільнення,звільнення
від,від
оподаткування,оподаткування
постачання,постачання
майн,майн
а,а
яке,який
отримане,отримане
фі,фі
нансово,нансово
кредитною,кредитна
установою,установа
на,на
погашення,погашення
боргу,борг
Це,це
перша,перший
норма,норма
законопроекту,законопроект
вон,вон
а,а
взаємопов,взаємопов
’язана,’язана
з,з
друг,друг
ою,хресна
нормою,норма
якою,який
про,про
понується,понується
усунути,усунути
несправедливість,несправедливість
п,п.
ід,ід
час,час
оподаткуванн,оподаткуванн
я,я
операцій,операція
фінансового,фінансовий
лізингу,лізинг
коли,коли
лізинг,лізинг
давить,давить
отрим,отрим
ує,ує
майно,майно
від,від
лізинг,лізинг
одержувача,одержувача
без,без
відповідної,відповідний
податкової,податковий
накладної,накладна
тобто,тобто
примусово,примусово
61,61
отримує,отримує
це,це
майно,майно
А,а
в,в
цьому,це
випадку,випадок
безперечно,безперечно
накладну,накладна
ніхто,ніхто
не,не
виписує,виписувати
і,і
потім,потім
при,при
повторному,повторний
лізингу,лізинг
він,він
змушений,змушений
двічі,двічі
сплачу,сплача
вати,вата
ПДВ,ПДВ
Тобто,тобто
ми,ми
усуваємо,усуває
і,і
цю,цей
неузг,неуто
одженість,одженість
цю,цей
несправед,несправед
ливість,ливість
Законопроект,законопроект
невеликий,невеликий
Просимо,просимо
відповідно,відповідно
до,до
рішення,рішення
комі,ком
тету,тета
підтримати,підтримати
його,його
в,в
першому,перший
читанні,читання
за,за
основу,основа
Дякую,дякувати
ГОЛОВУЮЧИЙ,головуючий
Дякую,дякувати
Шановні,шановний
колеги,колега
необхідн,необхідн
е,е
обговорення,обговорення
Ні,ні
Можемо,можемо
голо,голо
сувати,сувати
Тоді,тоді
прош,прош
у,у
підготувати,підготуват
ся,ся
до,до
голосування,голосування
Будь,бути
ласка,ласка
запросіть,запросіть
народних,народний
депутатів,депутат
до,до
зал,зал
у,у
Шум,шум
у,у
залі,зал
Нестор,нестор
е,е
Іванович,іванович
у,у
ми,ми
бачили,бачити
як,як
там,там
голосують,голосують
це,це
не,не
той,той
метод,метод
який,який
потріб,потріб
ен,ен
Будь,бути
ласка,ласка
підготуйтеся,підготуйтеся
до,до
голосування,голосування
Ще,ще
рано,рано
перерва,перерва
тр,тр
охи,ох
пізніше,пізніше
через,через
35,35
хвилин,хвилина
Може,може
мо,мо
продовжити,продовжити
засі,зас
дання,дання
Слушна,слушна
пропозиція,пропозиція
щодо,щодо
витраченого,витрачений
часу,час
Шановні,шановний
колеги,колега
с,с.
тавлю,тавель
на,на
голосування,голосування
пропозицію,пропозиція
про,про
прий,прий
няття,няття
за,за
основу,основа
проекту,проект
Закону,закон
Про,про
внесення,внесення
змін,зміна
до,до
Податкового,податкове
кодексу,кодекс
України,Україна
у,у
зв,зв.
’язку,’язок
із,із
вдосконаленням,вдосконалення
процедури,процедура
проведення,проведення
фінансової,фінансовий
реструктуризації,реструктуризація
та,та
щодо,щодо
вдосконалення,вдосконалення
оподаткування,оподаткування
операцій,операція
фінансового,фінансовий
лізингу,лізинг
№,№
2358,2358
Готові,готові
голосувати,голосуват
Прошу,прош
підтримати,підтримати
та,та
проголосувати,проголосувати
За,за
−,−
320,320
Рішення,рішення
прийнято,прийнято
Дякую,дякувати
Покажіть,покажіть
будь,бути
ласка,ласка
по,по
фракція,фракція
х,х
і,і
групах,група
Слуга,слуг
народу,народ
216,216
Опозиційна,опозиційна
платформа,платформа
За,за
життя,життя
29,29
Європейська,європейська
солідарність,солідарність
20,20
Батьківщина,батьківщина
0,0
За,за
майбутнє,майбутнє
15,15
Голос,голос
17,17
позафракційні,позафракційня
23,23
Ще,ще
раз,раз
дякую,дякувати
шановні,шановня
колеги,колега
––––––––––,–––––––
Переходимо,переходий
до,до
наступного,наступний
питання,питання
порядку,порядок
денного,денний
На,на
в,в
аш,аш
розгляд,розгляд
пропонується,пропонується
проект,проект
Закону,закон
Про,про
внесення,внесення
змін,зміна
до,до
Кодексу,кодекс
України,Україна
з,з
процедур,процедура
банкрутства,банкрутства
№,№
2276,2276
Пропонується,пропонується
розглянути,розглянути
цей,цей
законопроект,законопроект
за,за
скороченою,скорочена
процедурою,процедура
Прошу,прош
підтримати,підтримати
та,та
проголосувати,проголосувати
За,за
−,−
264,264
Рішення,рішення
прийнято,прийнято
62,62
Слово,слово
для,для
доп,доп
овіді,овід
надається,надаватися
народному,народна
депутату,депутат
України,Україна
Скорику,скорик
Миколі,миколь
Леонідовичу,Леонідович
СКОРИК,скорик
М,М.
Л,л
член,член
Комітету,комітет
Верховної,верховний
Ради,рада
України,Україна
з,з
пи-,пи-
тань,тань
економічного,економічний
розвитку,розвиток
загальнодержавний,загальнодержавний
багатомандатний,багатомандатний
виборчий,виборчий
округ,окр
політична,політична
партія,партія
Опозиційна,опозиційна
платформа,платформа
